"married","educ","female","retired","netwealth","age","riskyasset","netinc"
1,1,0,0,320.325866699219,68,0,38
0,0,1,1,205,81,0,19.8099994659424
1,0,0,1,63.7439956665039,81,0,10.585000038147
0,0,1,1,95.0178909301758,95,0,14.585000038147
1,0,0,0,252,55,NA,27.2000007629395
0,0,1,1,854,74,0,31.8999996185303
1,0,0,1,39.3129997253418,73,0,25.0540008544922
1,0,0,1,12.8785018920898,73,0,12.1800003051758
1,0,0,1,159,72,0,17.5900001525879
1,0,1,1,110.199569702148,66,0,11.6099996566772
1,0,1,0,299.835968017578,67,0,6.40000009536743
1,0,1,0,0,71,NA,NA
0,0,1,1,390,65,0,20.2999992370605
1,0,0,1,80,74,NA,17.7999992370605
1,0,0,1,3.50783705711365,64,0,21.25
1,0,0,1,506.509368896484,63,25.8006935119629,52.4000015258789
0,0,0,1,203,68,0,25.2000007629395
0,0,1,1,114,84,0,18.6399993896484
0,0,1,0,6.19388723373413,55,0,10
1,0,0,1,104.480171203613,77,0,19.8999996185303
0,0,0,1,1,93,NA,9.10000038146973
0,0,1,1,305,80,NA,21.2999992370605
0,0,1,1,5.8139181137085,70,0,19.5
1,0,0,1,160,64,32.5,36.5
0,0,0,1,10.4851007461548,81,0,12.6000003814697
0,0,1,1,53,83,NA,16.3700008392334
0,0,0,1,301,84,NA,17.7000007629395
0,0,1,1,104.5,67,0,19
0,0,1,0,108.5,84,0,15.8000001907349
0,0,1,1,1,81,NA,17.5799999237061
0,0,1,1,9.81338977813721,84,0,7.80000019073486
1,0,1,1,151,79,NA,11.8000001907349
1,0,1,0,17.2941818237305,61,0,1.20000004768372
0,0,1,0,357.829925537109,69,0,27.27272605896
1,0,0,1,111,71,0,17.8999996185303
0,0,1,1,252,85,0,24
1,1,0,1,912.5,78,0,51.5499992370605
0,0,0,1,514,80,49.5867767333984,46.9000015258789
0,0,1,1,540,76,0,25.8250007629395
0,0,1,1,0,76,NA,6.8899998664856
1,0,0,1,166.084838867188,89,0,12.2399997711182
0,0,1,1,0,68,NA,11.6999998092651
1,1,1,1,321.293334960938,61,0,34.2000007629395
1,1,1,0,9,61,0,25.2000007629395
0,0,0,1,50.9313011169434,78,0,7.72599983215332
1,0,1,1,107.573936462402,62,0,14
1,0,0,1,100.199996948242,69,0,21.6000003814697
1,0,1,0,201.5,56,0,13
0,0,1,0,23.1679191589355,55,0,16.6000003814697
1,0,0,1,13.0263862609863,70,0,15.6000003814697
0,0,1,0,122.5,91,0,15.0799999237061
0,0,1,1,56.2999992370605,82,88.9679718017578,16.4699993133545
1,0,1,0,1.5,60,NA,5.40000009536743
1,0,0,1,432,72,0,21.6000003814697
1,0,0,1,102.175468444824,64,0,30.7000007629395
0,0,1,1,50.4000015258789,86,NA,9.44999980926514
0,0,0,1,573,68,0,15.5100002288818
0,0,0,1,71,63,NA,10.960000038147
1,0,0,1,227.199356079102,71,0,33.2999992370605
0,0,0,1,0.5,85,NA,12.6999998092651
0,1,1,1,485,73,0,38.7999992370605
1,0,0,0,30,55,0,27.6000003814697
0,0,1,1,140,85,NA,24.1000003814697
1,0,0,0,98.8360290527344,62,0,3
0,0,0,1,480.874298095703,76,0,34.2000007629395
1,0,0,1,305,80,0,30.6000003814697
1,0,0,1,22.3999996185303,67,0,9.61999988555908
1,0,0,1,200.462951660156,64,0,18.6000003814697
1,0,0,1,10,88,0,18
1,0,0,0,106.033432006836,61,0,23
1,0,1,0,180,59,0,7.59999990463257
1,0,1,1,278.5,76,0,13.4799995422363
1,0,0,1,370,66,0,35.5999984741211
0,0,0,1,258,66,0,19.7000007629395
1,0,0,1,0,68,NA,10.3999996185303
1,1,0,0,1710,61,0,130
0,0,0,1,138,77,0,25.5
0,0,0,1,1.92188787460327,72,0,7.95599985122681
0,0,1,1,2,73,NA,9.79199981689453
0,0,1,0,2.01828050613403,76,0,11.5500001907349
0,0,1,1,268,73,0,28.1000003814697
1,0,0,1,5,74,0,14.3000001907349
1,0,0,1,29.3999996185303,69,0,8.81599998474121
0,1,0,1,195.205062866211,66,0,26.0499992370605
0,0,1,1,860.933898925781,81,82.7389450073242,54.4000015258789
0,0,1,1,1.5,85,0,10.539999961853
0,0,1,0,0.639186799526215,64,0,19.2999992370605
1,0,1,0,181.644119262695,56,0,6
1,0,0,1,629.165283203125,74,0,45
1,0,1,1,387.441467285156,70,13.7206287384033,23.2999992370605
1,0,0,0,0.5,58,NA,3.59999990463257
1,0,0,1,374.124542236328,59,0,33.4300003051758
0,0,0,1,178,65,0,18.5
0,0,1,1,270.5,71,NA,18.8999996185303
1,0,0,1,239.475967407227,64,0,27
1,1,0,0,473,63,0,27
1,1,1,0,406,61,0,11.6000003814697
1,0,0,1,316.773376464844,75,38.587345123291,28.2000007629395
1,0,0,1,114.5,84,0,15.1700000762939
1,0,0,1,140.563369750977,75,0,22.7999992370605
0,0,1,1,91.3156356811523,83,0,16.6299991607666
0,0,1,1,48.7189903259277,86,0,14.1000003814697
1,0,0,1,218.151168823242,66,0,28
0,0,0,1,790.051513671875,67,7.89591598510742,61.9199981689453
0,0,1,1,1.4875305891037,78,0,9.10000038146973
1,0,0,0,3.09999990463257,57,0,24
1,0,1,0,553.748168945312,80,0,9.60000038146973
0,0,1,1,85.5,81,0,28.75
1,0,1,0,75.8327102661133,65,0,1.20000004768372
1,0,1,0,257,60,0,8.39999961853027
1,0,0,0,298.836791992188,59,0,31.7999992370605
1,0,0,1,303.870910644531,86,0,26.1000003814697
1,0,1,1,13.6000003814697,66,NA,7.05000019073486
1,0,0,1,566.8623046875,71,0,53.0400009155273
0,0,1,1,73.5085678100586,84,0,12.2600002288818
0,0,1,1,269.828521728516,82,0,22.6399993896484
1,0,0,1,61,69,NA,11.6000003814697
0,0,0,0,64,57,NA,3
1,0,0,0,9.58641624450684,60,0,15
1,0,0,0,97.5,59,NA,19.2000007629395
1,0,0,1,233,72,NA,16.9200000762939
0,1,1,0,208,60,NA,27.8799991607666
0,0,0,1,1.32952010631561,62,0,2.88000011444092
1,0,0,1,90.0453109741211,64,0,20.6000003814697
0,0,1,1,52.447582244873,79,0,29.503999710083
0,0,0,1,22.9007759094238,84,0,16.8999996185303
0,1,0,0,244.763671875,60,0,52.9000015258789
1,0,1,1,202.199996948242,70,0,9.44999980926514
1,0,0,0,0.815821468830109,62,0,17.5743923187256
1,0,1,1,4.07891130447388,65,0,14.3000001907349
0,0,1,1,2.34999990463257,84,0,10.0100002288818
0,0,1,1,151,78,NA,14.8800001144409
1,0,0,1,421,74,78.9473724365234,17.6000003814697
1,0,0,1,200.20458984375,59,0,19.5
1,0,0,1,34.9700393676758,73,0,12.5100002288818
1,0,0,1,132,77,0,24.0499992370605
1,1,1,0,239.064987182617,68,0,23
1,0,0,0,331,57,0,37.7999992370605
0,0,1,1,258,78,0,14.1899995803833
0,0,1,1,7.95578575134277,71,0,11.3999996185303
1,0,1,1,218,67,0,11.3000001907349
1,0,0,1,-2.40000009536743,65,NA,8.31999969482422
1,0,0,0,254.369995117188,62,0,31.4899997711182
0,0,0,0,10,55,0,3.20000004768372
1,0,1,0,23.2856063842773,74,0,1.79999995231628
1,0,0,0,615.338256835938,56,0,28.2000007629395
0,0,1,1,8.44089698791504,89,0,27.4799995422363
0,0,1,1,255,77,NA,14.914999961853
1,1,0,0,570.5,63,0,39.2000007629395
1,0,1,1,181.405975341797,84,55.131519317627,28.25
1,0,0,1,159,87,0,15.1999998092651
1,0,0,1,302,79,0,30.2700004577637
0,0,1,0,409.336547851562,81,0,23.3999996185303
1,0,0,1,163.401184082031,75,0,27.3500003814697
0,0,1,1,250.980895996094,63,0,41.5
1,0,0,0,138.849807739258,55,0,23.6000003814697
0,0,1,1,15,79,0,24.7999992370605
1,0,1,1,315.502838134766,74,0,13.7600002288818
0,0,0,1,152,80,NA,15.25
1,0,1,0,2.79999995231628,68,0,0
0,0,1,1,32.5,69,NA,12.9200000762939
1,0,0,1,1.52699995040894,72,0,8.1899995803833
0,0,1,1,122,60,0,22.5100002288818
0,0,1,0,302,62,NA,7.19999980926514
0,0,0,0,150,59,0,27.6000003814697
1,0,0,0,196.541427612305,60,0,32.7099990844727
1,0,1,0,187.149993896484,57,0,5.90000009536743
1,1,0,1,190.780487060547,71,0,30.5400009155273
0,0,1,0,75,75,0,13.6800003051758
1,0,1,1,179.019439697266,67,0,12.6000003814697
0,0,0,1,1,74,NA,8.84000015258789
1,0,0,0,376.5,74,10.5263156890869,41.9900016784668
1,0,1,1,131.436584472656,71,0,8.44900035858154
0,0,1,1,215.149444580078,58,0,9.2209997177124
0,0,1,1,31,79,0,15
0,0,1,1,77.4130859375,66,0,19.25
0,0,1,1,25,74,0,19.2900009155273
0,0,1,1,72,87,NA,13.1899995803833
1,0,0,1,264.986999511719,81,0,29.8349990844727
1,0,0,0,736.837829589844,60,0,31.2000007629395
1,0,1,0,145.625259399414,67,0,4.19999980926514
1,0,0,1,375,60,74.0740737915039,31.75
1,1,0,0,1912.42907714844,61,3.68064188957214,100
1,0,0,1,302.684539794922,63,0,23.4799995422363
0,0,1,0,160,62,0,13.8000001907349
0,0,1,0,180.300003051758,61,NA,14.3500003814697
0,0,1,1,264.111022949219,73,0,19
1,0,0,1,86.4000015258789,81,0,20.3999996185303
0,0,1,1,21.5805816650391,74,0,17.7999992370605
0,0,1,1,206,61,0,20.2999992370605
1,0,0,1,118.88599395752,87,0,19.2000007629395
0,0,1,1,130,88,NA,12.8000001907349
0,0,1,0,5.09999990463257,61,0,20.5100002288818
0,0,1,1,76,69,NA,6.6399998664856
1,0,0,1,151.5,62,0,28.5
0,0,1,1,189.899993896484,66,0,13.7700004577637
1,0,0,0,11.2862796783447,64,0,10.5
1,0,0,1,165.696426391602,71,0,18.1000003814697
0,0,1,1,1,67,0,13.7600002288818
0,0,0,0,155.307479858398,58,0,17.2399997711182
1,0,0,0,912,56,0,26.2000007629395
0,0,1,0,232.175582885742,58,29.4169540405273,27.5
1,0,0,1,139.793380737305,83,0,15.8800001144409
1,0,0,0,495.415130615234,58,59.0200004577637,14.3000001907349
0,0,1,0,239,69,NA,17.6000003814697
1,0,0,1,153.621826171875,72,0,38.5
0,0,1,1,405.295074462891,71,0,54.2999992370605
0,0,0,1,30,86,0,29.6140003204346
0,1,0,1,1347,74,0,82.879997253418
1,1,0,0,393.783050537109,56,20.6409549713135,49.2999992370605
0,0,1,1,222.022903442383,87,0,25.1000003814697
1,0,1,0,146,56,0,21
1,0,0,1,325.5,74,0,31.5
1,1,0,0,908.446960449219,73,0,37.7999992370605
1,0,0,1,207,75,0,29
0,0,0,1,155.5,70,0,25.3770008087158
0,0,1,1,200,83,NA,30.2000007629395
1,0,0,1,304.025421142578,63,49.9709892272949,33
1,0,0,1,158,71,0,22.7999992370605
0,0,1,1,171,69,NA,14.1000003814697
1,0,0,1,202.385559082031,72,0,31.2999992370605
1,1,1,0,379,62,0,32.9000015258789
1,0,0,1,152.311416625977,67,0,19.7999992370605
1,0,1,0,5.82338619232178,60,0,0
0,0,1,1,101.094093322754,70,0,22.0900001525879
1,1,0,0,473.021331787109,62,18.7306613922119,62
0,0,1,1,-8.85000038146973,92,NA,20.3999996185303
1,0,0,0,164.300003051758,65,0,58.2000007629395
0,0,1,1,13.505672454834,75,0,11.1929998397827
0,0,0,1,230,68,0,30.1000003814697
1,0,0,1,314.636657714844,84,21.4836692810059,14.3999996185303
1,0,0,1,62.0999984741211,68,NA,14.3599996566772
1,0,1,0,6.293372631073,59,0,3.59999990463257
0,0,0,1,360,64,0,49.5
0,0,1,1,7.26889228820801,80,0,16.8999996185303
0,0,1,1,202.39860534668,81,0,17.7999992370605
1,0,0,1,205,69,0,19
0,0,1,1,107.5,89,0,14.1099996566772
1,0,0,1,277.773254394531,68,0,30.1100006103516
0,0,0,1,111,78,0,21.6000003814697
0,0,0,1,319.16796875,83,0,20.1000003814697
1,0,0,1,95.2571563720703,71,0,17.6900005340576
0,0,0,1,146.879165649414,65,0,21.7000007629395
1,0,1,1,213.060409545898,73,0,20.6900005340576
0,0,1,1,170,73,0,19.8500003814697
1,0,1,1,161,67,0,15.2650003433228
0,0,0,1,138.5,81,0,16.7999992370605
0,0,0,1,35.6818389892578,88,0,9.90999984741211
1,0,0,1,166.978759765625,80,0,28.2000007629395
0,0,1,1,35.1952247619629,75,0,17.8999996185303
1,0,1,0,462.260284423828,64,0,7.19999980926514
1,0,0,1,1339.0380859375,72,0,23.4099998474121
0,0,0,0,364.850006103516,60,72.7428283691406,34.4000015258789
1,1,0,0,205.665954589844,66,0,21.2999992370605
1,0,0,0,879,56,0,36
0,0,1,1,100.199996948242,79,NA,21
1,0,1,0,300.5,61,NA,6
1,0,0,1,149.960906982422,59,0,23.2679996490479
1,0,0,1,160.207397460938,61,45.9598846435547,21.4400005340576
1,0,0,0,205.5,55,NA,21.5
0,1,0,1,326.019348144531,83,0,30.6000003814697
1,0,1,0,434.428924560547,77,0,10.1000003814697
0,1,1,1,1083.50207519531,60,0,82.8000030517578
1,0,0,1,515.5,72,0,19.3999996185303
1,0,0,0,0.758561313152313,58,0,20.7999992370605
0,0,0,0,511.58740234375,61,0,8.69999980926514
1,0,1,0,-1.83487033843994,55,0,3
1,0,0,1,185.055389404297,76,0,12.0500001907349
1,0,1,0,1.38018798828125,74,0,0
0,1,1,1,666,71,86.2068939208984,47.689998626709
0,0,1,1,425,66,0,33.3899993896484
1,0,0,1,179.677185058594,74,0,19.9500007629395
0,1,0,0,100,62,NA,28
1,0,1,0,263.074462890625,57,0,7.19999980926514
1,0,0,1,402,81,0,51.9000015258789
1,0,0,1,606.715393066406,67,0,30
0,0,1,1,4,68,0,22.257999420166
0,0,1,1,435,78,0,32.7000007629395
1,0,0,1,220.002502441406,72,0,27.0900001525879
1,0,0,0,-1.5,62,NA,6.25
0,0,1,1,0,61,NA,3.64000010490417
1,0,0,1,451.628356933594,76,0,25.5
1,0,1,1,378.656677246094,70,0,27.7999992370605
0,0,0,1,220,70,0,25.3999996185303
0,0,1,1,96.0944900512695,81,0,24.3649997711182
0,1,0,0,95,65,0,7.30000019073486
0,0,1,1,96.3243255615234,77,0,12.289999961853
1,0,0,1,1203,77,0,21.0900001525879
0,0,0,1,2.27378273010254,71,78.0102157592773,21.1648731231689
0,0,1,1,164.112594604492,68,0,31.2000007629395
1,0,0,1,167,84,0,16.3999996185303
1,0,0,1,233.562805175781,68,0,20.4400005340576
0,0,0,1,2,81,NA,18.9400005340576
1,0,1,0,260,61,0,5.40000009536743
0,0,1,0,0,88,NA,7.05000019073486
1,0,0,1,207.723052978516,78,0,22.8999996185303
1,0,0,1,355,72,90.3846130371094,26.5
0,0,0,1,302,82,NA,20.6000003814697
1,0,0,1,253.077255249023,79,0,24
0,0,1,0,481.600006103516,55,0,29.6000003814697
0,0,1,0,0.5,56,NA,11.8000001907349
0,0,0,0,122.000999450684,57,0,12
0,0,1,1,208.387603759766,81,0,22.0699996948242
0,0,1,1,311.446502685547,76,0,25.3899993896484
1,0,0,1,202,78,NA,10.8000001907349
1,0,0,0,119.5,55,0,20.7999992370605
1,0,0,1,234.5,70,0,22.5
0,0,0,1,338.5,80,0,28.4260005950928
0,1,1,1,571.850463867188,76,0,33.2439994812012
0,0,0,1,279,76,35.7142868041992,26.9200000762939
0,0,0,1,123.61882019043,66,0,18
1,0,0,1,1.10000002384186,75,0,15.6000003814697
1,0,0,1,125.349998474121,77,0,23.7000007629395
0,0,1,1,62.5,81,0,27.9599990844727
1,0,0,1,635,70,31.25,36.9000015258789
1,0,1,0,523.613830566406,62,0,29.8999996185303
1,0,0,0,3,63,NA,17.5
0,0,1,1,0,64,NA,15.956000328064
1,0,0,0,854.317138671875,60,62.732177734375,61.7999992370605
1,0,0,0,214,64,0,29
1,0,1,0,393.635498046875,56,0,25.6000003814697
1,0,1,0,131,64,NA,2.40000009536743
0,0,1,1,84.775764465332,63,0,9.71000003814697
1,0,0,1,214.399993896484,76,0,16.3999996185303
0,0,1,1,140.199996948242,80,NA,9.8100004196167
1,0,0,1,209.822601318359,66,0,19
0,0,1,1,8.11849784851074,69,0,13
1,1,1,0,607.255920410156,57,0,24.2999992370605
1,0,0,1,358.5,68,0,30.9200000762939
1,1,1,0,815.244934082031,61,0,38
1,0,0,1,159.38346862793,68,20.832799911499,25.8600006103516
1,0,1,0,991.576293945312,63,0,60.8800010681152
0,0,1,1,102,75,NA,12.6000003814697
1,0,0,1,229.399993896484,65,84.3060989379883,20.5249996185303
1,0,1,0,0.600000023841858,57,0,0
1,0,1,1,206.139678955078,62,0,24.1499996185303
1,0,0,0,151,62,NA,4.19999980926514
0,0,1,1,50.5,70,NA,9.39999961853027
1,0,0,1,48.5,77,62.5,6.23999977111816
0,0,1,1,257,74,0,27.7000007629395
1,0,1,0,400,79,NA,4.80000019073486
1,0,1,0,121.021018981934,65,0,4.40000009536743
1,0,0,0,285,66,0,26.2000007629395
1,0,0,1,208,64,0,29.2999992370605
1,1,0,1,1799.63879394531,82,40.1810531616211,165.300003051758
0,0,1,1,164,66,0,21.8600006103516
1,0,0,1,279,65,0,37.2000007629395
1,0,0,0,5.87724447250366,58,0,21.5
0,0,0,0,87,58,NA,20.7999992370605
0,0,0,1,0.83738899230957,73,0,20.776819229126
1,0,0,1,183.75,76,0,22.25
1,0,0,1,25.1836128234863,73,16.2238864898682,20.3999996185303
0,0,1,1,130.842529296875,68,0,23.6000003814697
0,0,1,0,260.244995117188,64,0,21.6000003814697
1,0,1,1,317.181518554688,66,81.2833938598633,17.6599998474121
1,0,0,1,644.681701660156,67,0,36.810001373291
1,0,0,1,2215,62,0,51.5999984741211
1,0,0,0,10.1598711013794,57,0,16.2000007629395
0,0,0,1,5.5,76,0,8.11200046539307
1,0,1,1,412.778656005859,73,0,16.4799995422363
1,0,0,1,275,72,NA,24
1,1,0,0,525.496887207031,58,92.0222625732422,61.0999984741211
1,0,0,1,1,65,NA,11.0500001907349
0,0,0,1,540.419494628906,65,93.7905578613281,33.4900016784668
1,0,0,1,318,67,0,44.7000007629395
1,0,1,0,400,57,NA,7.19999980926514
0,0,1,1,509,74,0,28.8999996185303
1,0,0,0,70,70,NA,13.6000003814697
0,0,0,1,487.295074462891,71,18.8067378997803,32.8199996948242
0,0,0,0,15.1474561691284,59,0,22.5
1,0,0,1,202.800003051758,77,0,19.6720008850098
1,0,0,1,249,82,0,34.1500015258789
1,0,0,1,217,88,0,13.6999998092651
1,0,0,1,125.791023254395,77,0,17.2800006866455
1,1,0,1,733.661010742188,77,0,42.7999992370605
1,0,0,0,176.809860229492,66,0,16
1,0,1,1,173.042816162109,76,0,11.1999998092651
0,1,1,1,1112.5,76,0,36.9599990844727
1,0,0,1,50.3683815002441,83,0,17.8099994659424
0,0,0,1,520.5,75,0,28.5499992370605
0,0,1,1,3.53739809989929,82,0,11.6999998092651
0,0,1,1,0,71,NA,15.3999996185303
0,1,0,1,401.588409423828,70,0,19
1,0,1,0,70.5,72,NA,6
1,0,0,1,167.093322753906,65,0,20.8999996185303
0,0,0,1,0.685814440250397,72,0,13
1,0,0,1,133.5,85,0,21.2999992370605
1,0,0,1,83.8000030517578,69,0,14.6999998092651
0,0,1,0,73,80,0,11.5
0,0,1,1,1,88,NA,14.4499998092651
1,0,0,1,225.835754394531,70,0,24.7199993133545
0,0,0,1,31.5927619934082,80,0,15.4499998092651
1,0,0,1,217.699996948242,63,0,28.6000003814697
0,0,1,1,89.6459121704102,82,0,15.460000038147
0,0,1,1,146.800003051758,64,0,21.5
1,0,0,1,820.513305664062,61,0,14.8500003814697
0,1,1,1,329.341888427734,65,0,67.1320037841797
1,1,0,1,443.986267089844,75,57.4981689453125,38.2999992370605
0,0,1,1,207,84,0,19
1,0,0,1,100,70,NA,17.7999992370605
1,0,0,1,1110,58,0,41.8769989013672
1,0,0,1,151.882675170898,60,0,11.539999961853
0,0,1,1,143,74,0,37.75
1,0,0,1,203,86,NA,26.1000003814697
0,0,1,1,29.5820255279541,86,0,21.2000007629395
1,0,0,1,398.5,64,0,21.1550006866455
0,0,1,1,0.400000005960464,92,NA,9.72000026702881
0,0,1,1,131.5,79,0,15.8999996185303
1,0,0,1,866,78,0,26.5499992370605
1,1,0,1,513.975402832031,76,0,29.6940002441406
1,0,1,0,82.5435028076172,56,0,16.7999992370605
1,0,0,1,561,81,0,37.5900001525879
0,1,0,0,283.884155273438,64,25.9296951293945,13.6000003814697
1,0,0,1,150.5,64,NA,30.7000007629395
1,0,0,1,387.700012207031,71,0,29.0599994659424
0,0,0,1,150.399993896484,80,NA,12.1999998092651
1,0,0,1,255.5,64,0,23.8999996185303
0,0,0,0,182,56,0,35.0999984741211
1,0,0,1,196.542358398438,77,0,25.2099990844727
0,0,0,1,4.46780014038086,71,0,7.75
1,0,0,1,110.280609130859,63,0,21.5
1,0,0,1,565.200012207031,74,0,32.8499984741211
1,0,1,1,182,58,0,8.75
0,0,0,0,-0.894467353820801,62,0,10
0,0,0,1,0.393247783184052,73,0,14.3000001907349
1,0,1,0,2,73,NA,NA
1,0,0,1,188,79,NA,21
1,0,0,1,702,69,NA,35.5999984741211
1,0,0,1,447,75,0,25.25
0,0,0,1,570,68,NA,23.1900005340576
1,0,0,0,562.924499511719,67,0,36.0999984741211
1,0,0,1,108.300003051758,82,0,17.5699996948242
0,0,1,1,20.5,83,NA,10.1049995422363
1,0,0,0,107.132110595703,57,0,11
1,0,0,1,336.990509033203,71,0,24.8999996185303
1,0,1,0,256.568389892578,58,0,26
1,1,0,1,225,82,0,29.2000007629395
1,0,1,0,13.3079242706299,60,0,0
1,0,0,1,255,76,NA,19.5
0,0,1,1,7,74,0,15.6000003814697
0,0,1,1,401,94,NA,13.8000001907349
1,0,0,0,50,56,NA,35
0,0,1,1,3.5,79,0,10.3999996185303
0,0,1,1,136.100006103516,75,0,15.1099996566772
1,0,0,1,0.300000011920929,77,NA,7.04400014877319
0,0,1,1,152,89,0,29.5
0,0,1,1,0,86,NA,6.5
0,0,1,1,11.3932447433472,66,0,16.6700000762939
1,0,1,0,8.46887969970703,88,0,0
1,0,1,0,146.486770629883,59,0,6
1,0,1,0,405,56,0,36.4000015258789
0,0,1,1,284.972198486328,64,0,24.2999992370605
1,0,0,1,215.141326904297,78,0,23.9699993133545
0,0,1,1,35.25,76,NA,10.5100002288818
1,0,0,0,296,62,0,47.0999984741211
1,0,0,0,250,66,NA,22
1,0,0,1,150,71,NA,16.1100006103516
1,0,0,0,325.678405761719,60,0,24.6000003814697
0,0,1,1,100.199996948242,72,NA,11.0299997329712
0,0,1,1,666.5,77,0,26.2999992370605
1,0,0,1,222.718994140625,75,0,17.1499996185303
0,0,1,1,90,78,0,20.3400001525879
0,0,1,1,131.780349731445,72,0,14.1599998474121
0,0,0,1,160.553771972656,78,0,21.6000003814697
1,0,0,1,211.682708740234,68,0,23.4200000762939
0,0,1,1,28,79,0,13.7399997711182
1,0,0,0,790.815246582031,56,0,20.2399997711182
0,0,1,1,79.9078674316406,88,0,29.8500003814697
0,0,1,1,306.919219970703,89,0,24.0499992370605
1,0,0,0,1685,71,75.6756744384766,29.4899997711182
1,1,0,1,251,64,0,30.6000003814697
0,0,1,1,14.0781192779541,67,0,11.6599998474121
0,0,1,0,103,60,NA,12.6000003814697
0,0,0,1,3.92056345939636,79,0,13
1,0,0,1,353.338073730469,59,0,27.19700050354
1,0,0,1,422.966125488281,69,0,30.7000007629395
0,0,1,1,261.267333984375,81,0,24.7999992370605
1,0,0,0,779.37939453125,56,9.11089515686035,42
1,0,1,1,1.3412811756134,67,0,5.76000022888184
1,0,0,1,185.156936645508,78,0,29.1000003814697
0,0,0,1,202,77,0,17.3500003814697
0,0,1,1,870.700012207031,82,0,28.5499992370605
1,0,1,0,221,59,0,27.7999992370605
1,0,1,0,385.350006103516,55,0,44.2999992370605
1,0,1,0,8.04123687744141,72,0,3
0,0,1,1,207.874908447266,71,0,14.7600002288818
0,0,1,1,20.8841304779053,71,0,14.3000001907349
1,0,0,1,414.244293212891,74,0,40.1500015258789
1,0,0,0,1336.373046875,63,62.2614364624023,13.6829996109009
1,0,1,0,35.6498870849609,55,0,0
1,0,0,1,0.988361239433289,74,0,13.6499996185303
0,0,1,0,506.982543945312,55,0,28.6000003814697
0,0,1,1,137.5,69,0,21.6000003814697
1,0,0,1,175.100006103516,72,0,14.8800001144409
1,1,0,0,104.001998901367,71,0,64.0999984741211
1,0,0,1,334.369079589844,70,0,38
1,0,1,1,520.955383300781,62,22.8805160522461,27.1399993896484
1,0,0,0,367,55,0,34.0890808105469
1,0,0,0,134,63,0,31.5
0,0,1,1,112.889923095703,77,0,14
0,0,1,1,160.5,80,0,18.2199993133545
1,0,0,1,123,67,0,26.7999992370605
0,1,0,1,140,73,0,16.3700008392334
0,0,0,1,5,90,NA,25.4910354614258
1,1,0,0,1213,62,77.7479858398438,115.300003051758
1,0,0,1,258,74,0,22.1000003814697
1,0,0,1,227.548355102539,86,0,15.1000003814697
0,0,1,1,72.1966018676758,72,0,9.57999992370605
0,1,0,0,105,56,0,24.3999996185303
0,0,1,0,0.5,66,NA,9.31999969482422
1,0,0,1,448.350372314453,68,0,16.3999996185303
1,0,0,1,271.95654296875,76,0,22.3400001525879
0,0,1,1,114.46834564209,78,0,15
0,0,1,0,2.59999990463257,62,NA,19
0,0,1,1,49.5,80,NA,5.80000019073486
1,1,0,0,806.232238769531,67,0,69
1,0,0,1,369.5,62,0,34.8800010681152
1,0,1,0,842,61,0,48.7999992370605
0,0,1,1,556,66,0,34.0200004577637
1,1,0,0,356.159393310547,58,0,29.7999992370605
0,0,1,1,3.75578713417053,67,0,11.1669998168945
1,0,0,0,612.108337402344,61,0,35.0999984741211
0,0,1,1,136.700790405273,65,0,14.7799997329712
1,0,0,1,146.978225708008,67,0,30.1499996185303
0,0,1,1,162.284393310547,72,0,21.1000003814697
0,0,1,1,7,70,0,13.789999961853
0,0,0,1,223.5,75,0,18.3199996948242
0,0,0,1,180.852005004883,88,0,29.9160003662109
0,0,0,1,218.931900024414,62,0,21.1450004577637
1,0,0,1,0,83,NA,15.3999996185303
1,0,1,1,137,83,0,11.5200004577637
1,0,0,1,455.946868896484,72,0,60.0999984741211
0,0,1,1,116.699996948242,67,95.5413970947266,10.6540002822876
1,0,0,0,348.906799316406,59,0,24.7999992370605
0,0,1,0,253.79541015625,55,0,24.2000007629395
1,0,0,1,150.5,61,NA,14
1,0,0,1,157.668212890625,76,0,18.3199996948242
1,0,0,1,261.627716064453,69,0,25.2999992370605
1,1,1,0,163.800003051758,55,0,14.6000003814697
0,0,1,1,239.639099121094,73,0,20.8999996185303
0,0,1,0,452,61,0,33.9599990844727
1,0,1,1,169.17985534668,67,0,24
1,0,0,0,130.688171386719,60,0,15.3999996185303
0,0,1,1,71.078727722168,92,0,14.5200004577637
1,0,0,0,1800.73254394531,60,0,35.7000007629395
0,0,1,1,137.800003051758,85,0,17.7999992370605
1,1,0,0,586.410217285156,55,11.5727100372314,85.1999969482422
0,0,1,1,19.7000007629395,86,0,16.2000007629395
0,0,1,1,250.5,64,NA,20.3899993896484
1,0,0,1,648.659973144531,74,0,34.9099998474121
0,0,1,1,291,58,0,28.6499996185303
0,0,0,1,520,81,0,24.9500007629395
1,0,0,0,230.568466186523,59,0,9.19999980926514
0,0,1,1,111,75,0,22.2049999237061
1,1,0,1,2440,85,0,61.75
1,0,0,0,328.954986572266,69,0,35.7999992370605
0,0,1,0,123.810401916504,60,0,21.4349994659424
1,0,0,1,154.300003051758,73,0,19.2000007629395
0,0,0,0,0,61,NA,8.89999961853027
0,1,1,1,445.370147705078,78,27.1327075958252,41.3699989318848
0,0,1,0,212.394897460938,74,0,17.6399993896484
0,0,0,1,250.503601074219,86,0,16.2000007629395
1,0,0,1,151.5,66,0,17.9950008392334
